buy_h_, dis_ser_, ot_ch_, islamic_, lone_p_h_, la_for_, man_pro_, pentec_, uk_, h_degree_, trans_in_, own_h_, unemploy_, catholic_, overseas_, ad_ss_, c_no_c_h_, pollingpla, c_diploma_, no_relig_, rent_h_, soc_ser_, rou_pro_w_, se_eu_, ex_in_, address_5_, o_n_c_r_, d599_, per_ser_, c_w_c_h_, indigenou_, stateab, poll_id, o_p_f_h_, boundedBy, d600_2499_, public_h_, m_east_, anglican_, internet_, d2500_, bus_fin_, asia_, in_p_s_w_
44.7441,26.5823,17.7742,10.0693,15.1452,51.8769,17.519,1.4472,2.8292,24.5892,22.5316,21.7151,9.1846,34.4272,41.8889,3.6456,20.9212,"Hebersham",49.6652,9.2744,17.7732,21.4177,61.0633,0.0,0.6076,24.2825,5.9111,19.8068,6.2785,33.0211,5.1292,"NSW",397,23.9657,[150.81928621,-33.75797852,150.83482109,-33.74037515],56.6598,10.5809,1.5673,15.8989,72.9786,11.2491,9.9241,12.3143,18.5823
21.2565,29.418,19.0556,1.7144,25.2137,44.2778,13.6508,0.7589,3.6548,6.2249,29.1005,20.654,17.7,28.5554,31.431,3.4921,23.4899,"Lethbridge Park",46.7871,13.7156,17.4699,16.5079,63.8095,0.2811,0.0,23.1375,2.9511,34.5064,8.0423,22.9306,8.7714,"NSW",399,39.4855,[150.79204189,-33.7437366,150.80960326,-33.72890199],49.8712,34.4234,0.8715,21.3603,58.5702,2.3176,5.1852,1.968,19.5767
24.1223,30.8161,16.2799,4.471,21.7687,38.8125,11.5713,1.7065,2.6639,11.8081,24.6041,23.4428,11.9125,32.3549,33.9139,2.0706,19.8324,"Whalan South",44.4034,10.3413,16.8743,20.4629,64.799,0.1025,0.0,21.9604,3.413,29.7143,7.1864,26.3966,8.0943,"NSW",400,34.2179,[150.79160483,-33.77718011,150.81059059,-33.748963],51.0857,29.8981,3.1079,22.8328,63.0508,5.8286,7.9172,4.8156,19.9756
57.4065,27.6643,17.8035,5.8289,8.2033,67.9105,21.5075,1.8465,2.3262,29.0482,22.7223,23.99,5.7526,40.7606,43.2485,2.7885,21.1864,"Minchinbury",49.1738,7.1517,13.8653,21.2866,57.7581,0.0964,0.6902,23.1108,7.1104,10.8782,6.5433,38.9301,1.8445,"NSW",401,14.8835,[150.82219226,-33.79364768,150.84469526,-33.77521831],56.3373,1.6958,1.872,12.8566,86.2519,22.8543,12.0099,17.4123,18.857
37.1474,25.8809,15.9155,21.1067,15.4459,57.0059,20.9903,2.2062,0.8963,38.7634,19.7145,11.8395,9.1706,36.4205,63.4037,4.3439,21.7292,"Mount Druitt",41.9441,5.2265,45.2523,22.6914,58.3232,0.0708,0.729,41.7502,8.8131,19.3101,7.6245,46.1116,0.8727,"NSW",402,17.1546,[150.8165463,-33.77997901,150.83495053,-33.75692916],60.3093,1.5495,4.1043,5.2383,78.7987,11.1023,11.7558,25.3804,18.9247
35.2069,27.8289,17.9682,15.0426,16.433,47.1,19.0132,1.7738,1.5661,29.2508,20.7237,23.5753,8.6556,34.0475,54.2837,4.4079,21.0669,"Mount Druitt North",47.101,8.0166,32.3966,22.7632,61.1842,0.0691,0.3947,33.556,6.1276,21.5839,5.6579,37.3418,2.6485,"NSW",403,24.141,[150.80119901,-33.77168008,150.82197818,-33.75360101],60.559,5.1522,6.3105,10.9652,75.0583,8.3851,9.6053,16.4901,18.2237
27.7929,29.6748,16.6942,10.3719,18.3051,47.1,19.2218,1.6322,1.4064,24.893,22.2416,27.1117,8.77,38.3264,50.424,5.1684,25.2864,"Mount Druitt South",45.6269,7.3347,36.376,17.712,60.7433,0.0827,0.5226,38.2627,5.4752,23.322,7.7816,35.3519,2.544,"NSW",404,22.2586,[150.80333789,-33.790735,150.82754726,-33.76840778],58.5085,4.4959,8.666,11.6322,71.6225,7.7966,8.4204,11.2513,18.1185
61.1338,28.2209,16.4148,9.8295,9.3894,64.3824,22.4072,2.7728,1.3862,34.0764,22.4657,17.8754,6.0294,41.952,52.0793,3.2428,17.7575,"Plumpton",48.2661,6.0031,19.3565,22.5241,57.7271,0.1663,0.2337,28.8883,9.8017,9.2072,6.3687,44.9571,1.5941,"NSW",406,15.7189,[150.82897168,-33.76046221,150.84724886,-33.73971322],60.3581,0.0,0.9149,9.372,85.9837,19.5908,11.7733,24.6742,17.5869
38.4572,26.3841,14.7119,5.661,13.4812,62.1,20.084,2.2373,1.6958,31.7699,22.1459,31.6506,6.9,45.2373,49.9915,3.4364,25.4557,"Rooty Hill North",46.0619,7.2203,21.6109,23.1386,60.672,0.0509,0.8018,29.0317,7.2034,19.5025,7.331,33.3752,2.798,"NSW",407,21.1188,[150.82915741,-33.77974439,150.84785258,-33.757382],55.9638,4.5944,1.7467,12.1017,75.2419,13.9062,9.6984,20.6715,17.6403
44.0609,25.4888,18.5283,3.1662,17.5101,59.125,18.6821,1.847,3.6396,26.3678,22.8096,30.5584,9.45,41.3662,44.7608,3.6206,27.6066,"Rooty Hill South",49.3921,6.8895,16.2437,23.8233,58.9428,0.0,0.0,30.3786,7.8276,19.5344,6.517,34.7156,1.6437,"NSW",408,19.5498,[150.836096,-33.79055857,150.86527971,-33.75930154],56.3765,6.0914,0.7925,15.3914,75.7085,13.7652,11.2238,15.3507,20.3476
