lq_3_3, lq_47_47, lq_10_10, lq_40_40, lq_45_45, lq_41_41, lq_27_27, lq_1_1, pollingpla, lq_12_12, lq_32_32, lq_38_38, lq_13_13, lq_23_23, lq_36_36, lq_8_8, lq_48_48, lq_46_46, lq_44_44, lq_6_6, stateab, poll_id, lq_22_22, lq_16_16, lq_42_42, lq_4_4, lq_43_43, lq_2_2, lq_20, lq_21, lq_22, lq_23, lq_24, lq_25, lq_26, lq_34_34, lq_27, lq_29_29, lq_26_26, lq_28_28, lq_18, lq_17, lq_33_33, lq_30_30, lq_19, lq_11_11, lq_11, lq_12, lq_10, lq_25_25, lq_15, lq_9_9, lq_16, lq_13, lq_14, lq_15_15, lq_35_35, lq_20_20, boundedBy, lq_17_17, lq_46, lq_47, lq_48, lq_19_19, lq_1, lq_42, lq_43, lq_44, lq_45, lq_31_31, lq_5, lq_4, lq_3, lq_40, lq_2, lq_41, lq_9, lq_8, lq_7, lq_6, lq_18_18, lq_21_21, lq_39, lq_24_24, lq_37, lq_38, lq_35, lq_36, lq_33, lq_34, lq_37_37, lq_31, lq_32, lq_30, lq_7_7, lq_5_5, lq_14_14, lq_29, lq_39_39, lq_28
"1.25 - 1.49","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","2.00 - 43.54","1.00 - 1.24","Hebersham","1.00 - 1.24","0.75 - 0.99","1.00 - 1.24","0.50 - 0.74","1.25 - 1.49","0.50 - 0.74","0.50 - 0.74","0.50 - 0.74","0.75 - 0.99","0.50 - 0.74","0.75 - 0.99","NSW",397,"1.75 - 1.99","2.00 - 21.76","1.00 - 1.24","0.75 - 0.99","0.75 - 0.99","1.00 - 1.24",0.0,2.0918,1.7478,1.3613,0.9292,1.3078,1.0077,"1.25 - 1.49",4.547,"0.25 - 0.49","1.00 - 1.24","1.00 - 1.24",1.3882,2.0118,"1.50 - 1.74","0.50 - 0.74",0.5526,"1.50 - 1.74",1.5108,1.0768,0.553,"1.25 - 1.49",0.7137,"0.50 - 0.74",2.6094,0.6773,1.2816,"0.50 - 0.74","0.75 - 0.99","0.00 - 0.24",[150.81928621,-33.75797852,150.83482109,-33.74037515],"2.00 - 38.91",0.9361,1.1224,0.6361,"0.50 - 0.74",0.9975,1.1325,0.7875,0.7299,1.0643,"0.75 - 0.99",0.9404,0.9528,1.3414,0.7883,1.2387,0.8093,0.6223,0.5974,0.7169,0.9943,"1.25 - 1.49","2.00 - 45.48",1.2621,"0.75 - 0.99",0.1433,1.2268,0.9765,0.5123,1.6401,1.3601,"0.00 - 0.24",0.9498,0.8449,0.6636,"0.50 - 0.74","0.75 - 0.99","1.25 - 1.49",0.4158,"1.25 - 1.49",1.0217
"1.00 - 1.24","0.75 - 0.99","0.50 - 0.74","0.25 - 0.49","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","0.75 - 0.99","Lethbridge Park","0.75 - 0.99","0.50 - 0.74","1.50 - 1.74","0.50 - 0.74","1.00 - 1.24","0.25 - 0.49","0.50 - 0.74","0.00 - 0.24","1.50 - 1.74","0.00 - 0.24","0.75 - 0.99","NSW",399,"0.25 - 0.49","2.00 - 21.76","1.00 - 1.24","0.75 - 0.99","1.00 - 1.24","1.25 - 1.49",2.4118,1.1631,0.2793,1.1291,1.2484,0.6858,1.0804,"1.25 - 1.49",0.7742,"0.50 - 0.74","1.00 - 1.24","0.50 - 0.74",1.0416,3.4403,"2.00 - 7.40","0.50 - 0.74",0.7139,"2.00 - 3.62",2.4892,0.7477,0.6209,"0.50 - 0.74",0.7016,"1.00 - 1.24",8.4892,0.6442,0.6088,"0.50 - 0.74","1.00 - 1.24","2.00 - 21.81",[150.79204189,-33.7437366,150.80960326,-33.72890199],"2.00 - 38.91",1.6308,0.988,0.1311,"0.50 - 0.74",0.9848,1.0848,1.0087,0.1848,1.0026,"0.75 - 0.99",1.0009,0.824,0.998,0.4119,1.3486,0.6238,1.036,0.5763,1.1438,0.777,"1.00 - 1.24","1.00 - 1.24",1.3967,"1.25 - 1.49",0.0,1.5844,1.0288,0.3992,3.1607,1.4212,"0.00 - 0.24",0.7622,0.7211,0.6323,"1.00 - 1.24","1.00 - 1.24","0.50 - 0.74",0.615,"1.25 - 1.49",0.5101
"1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","0.50 - 0.74","0.75 - 0.99","0.75 - 0.99","2.00 - 43.54","1.00 - 1.24","Whalan South","0.75 - 0.99","0.50 - 0.74","1.25 - 1.49","0.50 - 0.74","1.25 - 1.49","0.25 - 0.49","0.50 - 0.74","0.25 - 0.49","1.25 - 1.49","0.25 - 0.49","0.75 - 0.99","NSW",400,"0.50 - 0.74","2.00 - 21.76","0.50 - 0.74","0.75 - 0.99","0.75 - 0.99","1.25 - 1.49",0.8794,4.1479,0.6835,1.2794,1.3345,1.5421,0.923,"1.25 - 1.49",2.019,"0.25 - 0.49","0.75 - 0.99","0.50 - 0.74",1.1239,3.1748,"2.00 - 7.40","0.50 - 0.74",0.5204,"2.00 - 3.62",2.1572,0.8607,0.5242,"1.50 - 1.74",0.6776,"0.75 - 0.99",7.3732,0.7312,0.6909,"0.50 - 0.74","1.00 - 1.24","0.75 - 0.99",[150.79160483,-33.77718011,150.81059059,-33.748963],"2.00 - 38.91",1.4043,1.012,0.3296,"0.50 - 0.74",1.0044,0.6432,0.9013,0.3505,0.9515,"0.75 - 0.99",0.8154,0.879,1.0436,0.6289,1.3557,0.7732,0.8944,0.7001,1.0551,0.8592,"1.00 - 1.24","2.00 - 45.48",1.4631,"1.25 - 1.49",0.0,1.3396,1.0497,0.3384,2.1272,1.4433,"0.00 - 0.24",0.8206,0.6321,0.6001,"1.00 - 1.24","0.75 - 0.99","0.50 - 0.74",0.4637,"1.25 - 1.49",0.5899
"1.25 - 1.49","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","2.00 - 43.54","1.00 - 1.24","Minchinbury","1.25 - 1.49","1.00 - 1.24","1.00 - 1.24","0.75 - 0.99","1.50 - 1.74","0.50 - 0.74","0.25 - 0.49","1.25 - 1.49","0.50 - 0.74","0.75 - 0.99","1.00 - 1.24","NSW",401,"2.00 - 8.26","0.25 - 0.49","0.75 - 0.99","0.75 - 0.99","0.75 - 0.99","1.00 - 1.24",0.8271,2.4984,2.4713,1.6117,0.7514,1.6686,1.0094,"1.25 - 1.49",2.6321,"0.25 - 0.49","1.00 - 1.24","1.00 - 1.24",1.4333,0.7235,"1.00 - 1.24","0.50 - 0.74",0.4544,"0.75 - 0.99",0.9383,1.2694,0.56,"1.50 - 1.74",0.5568,"0.25 - 0.49",0.4182,0.7482,1.6442,"0.50 - 0.74","0.75 - 0.99","0.75 - 0.99",[150.82219226,-33.79364768,150.84469526,-33.77521831],"0.50 - 0.74",0.5141,1.1161,1.2923,"0.25 - 0.49",1.0061,0.8663,0.8207,0.8622,1.0538,"1.00 - 1.24",0.9733,0.9361,1.3257,0.954,1.2138,0.8043,0.3371,0.4446,0.6875,1.1044,"1.25 - 1.49","2.00 - 45.48",1.3135,"0.75 - 0.99",0.1628,1.2372,0.991,0.629,1.0273,1.2865,"0.00 - 0.24",1.1225,1.106,0.6315,"0.50 - 0.74","0.75 - 0.99","1.50 - 1.74",0.3207,"1.25 - 1.49",1.229
"1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","0.75 - 0.99","0.75 - 0.99","2.00 - 43.54","1.00 - 1.24","Mount Druitt","1.50 - 1.74","0.75 - 0.99","1.00 - 1.24","0.25 - 0.49","1.25 - 1.49","0.50 - 0.74","0.25 - 0.49","0.50 - 0.74","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","NSW",402,"2.00 - 8.26","0.25 - 0.49","1.25 - 1.49","1.25 - 1.49","0.75 - 0.99","1.25 - 1.49",0.6074,5.4777,3.6022,1.4401,0.3062,1.9937,0.9023,"1.25 - 1.49",9.5311,"0.00 - 0.24","0.75 - 0.99","1.50 - 1.74",2.1012,0.3423,"1.50 - 1.74","1.00 - 1.24",0.1751,"1.00 - 1.24",1.0815,1.5036,0.5744,"1.75 - 1.99",1.8172,"0.50 - 0.74",0.3821,0.3693,1.064,"1.75 - 1.99","0.75 - 0.99","0.50 - 0.74",[150.8165463,-33.77997901,150.83495053,-33.75692916],"0.25 - 0.49",0.9126,1.1947,0.6278,"0.00 - 0.24",1.0042,1.3495,0.9563,1.1506,0.8988,"1.00 - 1.24",1.0542,1.3142,1.021,0.9338,1.3308,0.8574,0.6346,0.4047,0.5335,0.803,"2.00 - 3.44","2.00 - 45.48",1.2288,"0.25 - 0.49",0.172,1.0734,0.9945,0.6138,1.6376,1.299,"0.00 - 0.24",1.0255,0.9284,1.1409,"0.50 - 0.74","1.00 - 1.24","1.00 - 1.24",0.2343,"1.00 - 1.24",1.5233
"1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","2.00 - 43.54","1.00 - 1.24","Mount Druitt North","1.00 - 1.24","0.75 - 0.99","1.00 - 1.24","0.50 - 0.74","1.25 - 1.49","0.50 - 0.74","0.50 - 0.74","0.25 - 0.49","1.00 - 1.24","0.75 - 0.99","0.75 - 0.99","NSW",403,"2.00 - 8.26","1.25 - 1.49","1.25 - 1.49","1.00 - 1.24","0.50 - 0.74","1.25 - 1.49",0.5929,8.4221,2.3404,1.3463,0.6409,1.6029,1.0187,"1.25 - 1.49",6.7927,"0.25 - 0.49","1.00 - 1.24","1.00 - 1.24",1.799,1.0388,"1.50 - 1.74","0.75 - 0.99",0.3059,"1.50 - 1.74",1.5219,1.2176,0.5569,"1.50 - 1.74",1.301,"0.50 - 0.74",1.2706,0.7353,1.0084,"1.25 - 1.49","0.75 - 0.99","0.50 - 0.74",[150.80119901,-33.77168008,150.82197818,-33.75360101],"1.00 - 1.24",1.0201,1.1997,0.4741,"0.25 - 0.49",1.0215,1.3693,0.7096,0.8683,1.0094,"0.75 - 0.99",0.9299,1.0726,1.097,0.763,1.3242,0.8601,0.6752,0.5973,0.7202,0.8919,"1.75 - 1.99","2.00 - 45.48",1.3213,"0.50 - 0.74",0.0931,1.1284,0.9577,0.556,1.5456,1.3628,"0.00 - 0.24",0.9768,0.7671,0.917,"0.50 - 0.74","0.75 - 0.99","1.00 - 1.24",0.3594,"1.25 - 1.49",1.0591
"1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","0.50 - 0.74","0.75 - 0.99","0.50 - 0.74","2.00 - 43.54","0.75 - 0.99","Mount Druitt South","1.00 - 1.24","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","1.50 - 1.74","0.50 - 0.74","0.50 - 0.74","0.25 - 0.49","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","NSW",404,"1.50 - 1.74","1.00 - 1.24","1.50 - 1.74","1.00 - 1.24","0.75 - 0.99","1.00 - 1.24",0.7095,11.5658,1.5969,1.5155,0.6799,1.475,0.9465,"1.25 - 1.49",4.6836,"0.25 - 0.49","0.75 - 0.99","0.75 - 0.99",1.6711,0.9978,"1.50 - 1.74","1.00 - 1.24",0.2747,"1.25 - 1.49",1.4032,1.1528,0.6684,"1.25 - 1.49",1.4608,"0.75 - 0.99",1.1087,0.8456,0.796,"1.25 - 1.49","0.75 - 0.99","0.50 - 0.74",[150.80333789,-33.790735,150.82754726,-33.76840778],"1.00 - 1.24",1.1022,1.1591,0.4409,"0.25 - 0.49",0.9947,1.6056,0.976,0.7389,0.9778,"0.75 - 0.99",0.9643,1.1799,1.0843,0.6689,1.2239,0.6693,0.7521,0.729,0.8148,0.802,"1.50 - 1.74","2.00 - 45.48",1.4089,"0.50 - 0.74",0.1233,1.211,0.9521,0.5621,1.5661,1.353,"0.00 - 0.24",0.9321,0.7671,1.0456,"0.75 - 0.99","0.75 - 0.99","0.75 - 0.99",0.3289,"1.25 - 1.49",0.9463
"1.25 - 1.49","1.00 - 1.24","0.25 - 0.49","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","2.00 - 43.54","1.00 - 1.24","Plumpton","1.25 - 1.49","1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","1.50 - 1.74","0.50 - 0.74","0.25 - 0.49","1.00 - 1.24","0.25 - 0.49","1.00 - 1.24","1.00 - 1.24","NSW",406,"2.00 - 8.26","0.00 - 0.24","1.00 - 1.24","0.75 - 0.99","0.75 - 0.99","1.25 - 1.49",1.4268,1.221,3.502,1.6589,0.5478,2.5057,0.9306,"1.25 - 1.49",4.4387,"0.25 - 0.49","0.75 - 0.99","1.50 - 1.74",1.7259,0.6252,"1.00 - 1.24","0.75 - 0.99",0.2708,"0.75 - 0.99",0.991,1.466,0.4694,"2.00 - 21.68",0.7773,"0.25 - 0.49",0.0,0.5575,1.751,"0.75 - 0.99","0.75 - 0.99","1.25 - 1.49",[150.82897168,-33.76046221,150.84724886,-33.73971322],"0.50 - 0.74",0.4351,1.1957,1.1078,"0.25 - 0.49",1.0073,1.0074,0.7988,1.0115,1.0343,"1.00 - 1.24",1.0746,0.983,1.3101,0.9352,1.3114,0.8511,0.3858,0.2949,0.4998,1.0477,"1.50 - 1.74","1.00 - 1.24",1.3399,"0.50 - 0.74",0.0551,1.2232,0.9242,0.6553,1.0767,1.2858,"0.00 - 0.24",1.119,1.0486,0.7894,"0.50 - 0.74","1.00 - 1.24","1.75 - 1.99",0.2692,"1.25 - 1.49",1.6941
"1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","0.75 - 0.99","0.75 - 0.99","2.00 - 43.54","1.00 - 1.24","Rooty Hill North","1.00 - 1.24","1.00 - 1.24","1.00 - 1.24","0.75 - 0.99","1.75 - 1.99","0.50 - 0.74","0.50 - 0.74","0.75 - 0.99","0.75 - 0.99","0.75 - 0.99","1.00 - 1.24","NSW",407,"2.00 - 8.26","1.00 - 1.24","1.00 - 1.24","0.75 - 0.99","0.75 - 0.99","1.00 - 1.24",0.4367,2.3312,2.9339,1.7888,0.7073,2.0218,0.8341,"1.25 - 1.49",2.5563,"0.25 - 0.49","0.75 - 0.99","1.25 - 1.49",1.6567,1.0974,"1.00 - 1.24","0.75 - 0.99",0.3312,"1.25 - 1.49",1.3314,1.0883,0.6729,"2.00 - 21.68",0.8678,"0.50 - 0.74",1.133,0.9872,1.1015,"0.75 - 0.99","0.75 - 0.99","0.25 - 0.49",[150.82915741,-33.77974439,150.84785258,-33.757382],"1.00 - 1.24",0.9217,1.1087,0.7863,"0.25 - 0.49",1.0077,1.0675,0.9195,0.943,0.9871,"0.75 - 0.99",0.9943,0.9592,1.1201,0.7704,1.1497,0.8743,0.5539,0.5188,0.9229,1.0284,"1.50 - 1.74","2.00 - 45.48",1.2527,"0.50 - 0.74",0.1891,1.2058,0.927,0.5873,1.2321,1.3514,"0.00 - 0.24",0.9792,1.0114,0.7933,"0.75 - 0.99","0.75 - 0.99","1.00 - 1.24",0.3237,"1.25 - 1.49",1.245
"1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","1.25 - 1.49","0.75 - 0.99","Rooty Hill South","1.00 - 1.24","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","1.50 - 1.74","0.50 - 0.74","1.75 - 1.99","0.75 - 0.99","0.75 - 0.99","0.75 - 0.99","0.75 - 0.99","NSW",408,"2.00 - 8.26","1.50 - 1.74","1.00 - 1.24","0.75 - 0.99","0.75 - 0.99","1.00 - 1.24",0.0,1.0577,2.1787,1.6357,0.8996,1.6691,1.0505,"1.25 - 1.49",1.4297,"0.25 - 0.49","1.00 - 1.24","1.25 - 1.49",1.4834,0.6447,"1.50 - 1.74","0.75 - 0.99",0.7109,"1.00 - 1.24",1.2325,1.132,0.7297,"1.50 - 1.74",0.6523,"0.50 - 0.74",1.5022,0.9531,1.262,"0.50 - 0.74","1.00 - 1.24","0.00 - 0.24",[150.836096,-33.79055857,150.86527971,-33.75930154],"0.50 - 0.74",0.9232,1.1168,0.7784,"0.50 - 0.74",0.9344,1.1248,0.8174,0.7827,1.0585,"0.75 - 0.99",0.8965,0.8941,1.0595,0.8915,1.031,0.9002,0.7195,1.8049,0.9246,0.8989,"1.25 - 1.49","1.00 - 1.24",1.2102,"0.75 - 0.99",0.0,1.2419,1.0693,0.5463,1.6875,1.3129,"0.00 - 0.24",0.9853,0.9629,0.8301,"0.75 - 0.99","0.75 - 0.99","1.25 - 1.49",0.3089,"1.00 - 1.24",1.3529
"1.00 - 1.24","1.00 - 1.24","0.75 - 0.99","0.75 - 0.99","1.25 - 1.49","0.75 - 0.99","1.75 - 1.99","1.00 - 1.24","St Clair","0.75 - 0.99","1.00 - 1.24","1.00 - 1.24","0.75 - 0.99","1.50 - 1.74","0.50 - 0.74","0.25 - 0.49","1.00 - 1.24","0.50 - 0.74","0.50 - 0.74","1.00 - 1.24","NSW",409,"1.00 - 1.24","0.00 - 0.24","0.75 - 0.99","1.00 - 1.24","0.50 - 0.74","1.00 - 1.24",2.2213,2.3324,1.0442,1.6215,1.2078,1.0343,0.8227,"1.25 - 1.49",1.8917,"0.50 - 0.74","0.75 - 0.99","0.50 - 0.74",0.9796,1.1593,"0.75 - 0.99","0.50 - 0.74",0.826,"1.00 - 1.24",1.0845,0.9463,0.7809,"1.00 - 1.24",0.6619,"0.50 - 0.74",0.1016,0.9447,1.4518,"0.50 - 0.74","1.00 - 1.24","2.00 - 21.81",[150.77593226,-33.80277401,150.79323267,-33.78594458],"1.00 - 1.24",0.5835,1.1277,1.1286,"0.75 - 0.99",1.0028,0.883,0.7378,0.6276,1.3338,"1.00 - 1.24",0.8832,1.1472,1.1892,0.9188,1.0303,0.8309,0.4991,0.3451,0.8352,1.1839,"0.75 - 0.99","2.00 - 45.48",1.3177,"1.00 - 1.24",0.0559,1.2446,0.9958,0.6084,0.8286,1.2908,"0.00 - 0.24",1.0765,1.1664,0.6574,"0.75 - 0.99","0.75 - 0.99","1.25 - 1.49",0.5286,"1.25 - 1.49",0.5076
"1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","0.50 - 0.74","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","1.00 - 1.24","St Marys North","0.75 - 0.99","0.50 - 0.74","1.25 - 1.49","0.75 - 0.99","1.25 - 1.49","0.25 - 0.49","0.75 - 0.99","0.25 - 0.49","1.25 - 1.49","0.25 - 0.49","0.75 - 0.99","NSW",410,"0.75 - 0.99","2.00 - 21.76","0.75 - 0.99","0.75 - 0.99","0.75 - 0.99","1.00 - 1.24",0.0,0.9057,0.7513,1.2458,1.3196,0.9319,0.8493,"1.25 - 1.49",0.7843,"0.50 - 0.74","0.75 - 0.99","0.50 - 0.74",0.9976,2.2465,"1.00 - 1.24","0.50 - 0.74",0.6575,"2.00 - 3.62",2.0971,0.8185,0.7202,"0.75 - 0.99",0.7671,"0.75 - 0.99",4.7108,0.7842,0.9165,"0.75 - 0.99","1.00 - 1.24","0.00 - 0.24",[150.75216301,-33.76581414,150.79762256,-33.73520128],"2.00 - 38.91",1.2767,1.0413,0.4371,"0.50 - 0.74",1.0261,0.895,0.9224,0.3535,1.1152,"0.75 - 0.99",0.9416,0.9189,1.0571,0.5842,1.1945,0.7334,0.8922,0.7798,0.9911,0.9358,"1.00 - 1.24","0.75 - 0.99",1.3534,"1.25 - 1.49",0.0,1.3829,1.1036,0.4301,1.1756,1.3729,"0.00 - 0.24",0.844,0.6892,0.6646,"0.75 - 0.99","0.75 - 0.99","0.75 - 0.99",0.5999,"1.25 - 1.49",0.6895
"1.25 - 1.49","0.75 - 0.99","0.50 - 0.74","0.50 - 0.74","1.00 - 1.24","0.50 - 0.74","1.75 - 1.99","0.75 - 0.99","Shalvey","0.75 - 0.99","0.75 - 0.99","1.25 - 1.49","0.50 - 0.74","1.00 - 1.24","0.25 - 0.49","0.25 - 0.49","0.25 - 0.49","1.25 - 1.49","0.00 - 0.24","0.75 - 0.99","NSW",411,"0.25 - 0.49","2.00 - 21.76","1.50 - 1.74","0.75 - 0.99","1.25 - 1.49","1.25 - 1.49",1.8601,1.5432,0.3385,1.1385,1.2417,1.3074,1.0595,"1.25 - 1.49",1.8729,"0.50 - 0.74","1.00 - 1.24","0.25 - 0.49",1.0706,3.2977,"2.00 - 7.40","0.50 - 0.74",0.6964,"2.00 - 3.62",2.2672,0.8257,0.5505,"1.25 - 1.49",0.6199,"0.50 - 0.74",7.9407,0.5565,0.8462,"0.50 - 0.74","1.00 - 1.24","1.75 - 1.99",[150.800116,-33.73514271,150.8189207,-33.72272018],"2.00 - 38.91",1.3822,0.9782,0.3701,"0.50 - 0.74",0.9798,1.5556,1.2655,0.2365,1.1108,"0.75 - 0.99",0.8475,0.9629,1.2485,0.6412,1.382,0.6891,0.6366,0.3142,0.9326,0.8744,"1.00 - 1.24","1.50 - 1.74",1.2952,"1.00 - 1.24",0.0529,1.3225,1.029,0.3847,2.4659,1.4466,"0.00 - 0.24",0.9036,0.8118,0.7044,"0.75 - 0.99","0.75 - 0.99","0.75 - 0.99",0.6866,"1.25 - 1.49",0.421
"1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","0.50 - 0.74","1.00 - 1.24","0.50 - 0.74","1.50 - 1.74","0.75 - 0.99","Tregear","0.75 - 0.99","0.50 - 0.74","1.25 - 1.49","0.50 - 0.74","1.00 - 1.24","0.25 - 0.49","0.50 - 0.74","0.00 - 0.24","1.25 - 1.49","0.00 - 0.24","0.75 - 0.99","NSW",412,"0.25 - 0.49","2.00 - 21.76","1.25 - 1.49","0.75 - 0.99","1.00 - 1.24","1.25 - 1.49",1.7305,1.7349,0.2672,1.034,1.2911,2.1685,1.0909,"1.50 - 1.74",1.4988,"0.50 - 0.74","1.00 - 1.24","0.25 - 0.49",0.9752,3.815,"2.00 - 7.40","0.50 - 0.74",0.6216,"2.00 - 3.62",2.5375,0.7735,0.5985,"2.00 - 21.68",0.8089,"0.75 - 0.99",8.9132,0.548,0.581,"0.75 - 0.99","1.00 - 1.24","1.50 - 1.74",[150.78397386,-33.75298918,150.80145194,-33.73310588],"2.00 - 38.91",1.462,1.0361,0.1424,"0.50 - 0.74",0.975,1.379,1.103,0.169,1.0508,"0.75 - 0.99",0.8246,0.9284,1.2018,0.5389,1.4615,0.6044,0.9304,0.5429,0.8676,0.81,"0.75 - 0.99","1.50 - 1.74",1.3719,"1.25 - 1.49",0.1976,1.3087,1.0211,0.2572,2.7798,1.5222,"0.00 - 0.24",0.77,0.6722,0.7129,"0.75 - 0.99","0.75 - 0.99","0.50 - 0.74",0.6777,"1.25 - 1.49",0.3062
"1.00 - 1.24","0.75 - 0.99","0.50 - 0.74","0.50 - 0.74","1.00 - 1.24","0.50 - 0.74","2.00 - 43.54","0.75 - 0.99","Whalan","0.50 - 0.74","0.75 - 0.99","1.00 - 1.24","0.50 - 0.74","1.00 - 1.24","0.25 - 0.49","0.50 - 0.74","0.00 - 0.24","1.50 - 1.74","0.00 - 0.24","0.75 - 0.99","NSW",414,"0.50 - 0.74","2.00 - 21.76","1.50 - 1.74","0.75 - 0.99","0.75 - 0.99","1.25 - 1.49",1.891,1.7652,0.5631,1.1474,1.2972,2.5526,0.9526,"1.25 - 1.49",2.0044,"0.50 - 0.74","0.75 - 0.99","0.50 - 0.74",1.0811,2.5072,"2.00 - 7.40","0.50 - 0.74",0.6387,"2.00 - 3.62",2.536,0.7113,0.6253,"2.00 - 21.68",0.6188,"1.00 - 1.24",8.436,0.6749,0.6824,"0.50 - 0.74","0.75 - 0.99","1.75 - 1.99",[150.80202374,-33.75799272,150.81561901,-33.745896],"2.00 - 38.91",1.539,0.9851,0.2426,"0.50 - 0.74",0.9756,1.6249,0.8434,0.2219,1.1032,"0.75 - 0.99",0.8874,0.8343,1.0235,0.6331,1.2857,0.6964,1.0193,0.6161,1.1294,0.9131,"1.00 - 1.24","1.75 - 1.99",1.3895,"1.25 - 1.49",0.1175,1.2273,0.9358,0.3278,2.5744,1.4923,"0.00 - 0.24",0.8107,0.7647,0.6656,"1.00 - 1.24","0.75 - 0.99","0.50 - 0.74",0.5708,"1.25 - 1.49",0.6594
"1.00 - 1.24","1.00 - 1.24","0.75 - 0.99","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","1.50 - 1.74","1.00 - 1.24","Willmot","0.75 - 0.99","0.50 - 0.74","1.00 - 1.24","0.50 - 0.74","1.00 - 1.24","0.50 - 0.74","0.25 - 0.49","0.50 - 0.74","1.00 - 1.24","0.50 - 0.74","0.50 - 0.74","NSW",415,"1.00 - 1.24","2.00 - 21.76","1.00 - 1.24","1.00 - 1.24","0.50 - 0.74","1.25 - 1.49",0.5903,0.7653,1.0384,1.2243,1.1797,2.6322,0.8166,"1.25 - 1.49",1.6157,"0.50 - 0.74","0.75 - 0.99","0.50 - 0.74",1.0953,2.8427,"2.00 - 7.40","1.00 - 1.24",0.681,"1.50 - 1.74",1.6593,0.9881,0.8033,"2.00 - 21.68",0.7501,"0.75 - 0.99",4.7115,0.5627,1.0842,"0.75 - 0.99","0.75 - 0.99","0.50 - 0.74",[150.75962992,-33.74097774,150.81674499,-33.69106044],"2.00 - 38.91",1.1318,1.0689,0.6852,"0.50 - 0.74",1.0168,1.1816,0.6771,0.6771,1.0669,"0.75 - 0.99",0.9631,1.1112,1.0238,0.8187,1.3523,0.8229,0.7954,0.4773,0.9262,0.7303,"1.00 - 1.24","0.75 - 0.99",1.235,"1.00 - 1.24",0.6657,1.2059,0.9543,0.6279,2.5,1.2776,"0.50 - 0.74",0.915,0.7137,1.1564,"0.75 - 0.99","0.75 - 0.99","1.00 - 1.24",0.689,"1.00 - 1.24",0.5828
"1.25 - 1.49","1.00 - 1.24","0.50 - 0.74","0.75 - 0.99","1.00 - 1.24","0.75 - 0.99","1.00 - 1.24","1.00 - 1.24","Erskine Park","1.00 - 1.24","1.00 - 1.24","1.25 - 1.49","0.75 - 0.99","1.50 - 1.74","0.50 - 0.74","0.25 - 0.49","1.50 - 1.74","0.25 - 0.49","0.50 - 0.74","1.00 - 1.24","NSW",11939,"1.00 - 1.24","0.25 - 0.49","0.50 - 0.74","0.75 - 0.99","0.75 - 0.99","1.00 - 1.24",1.4182,2.0597,1.0769,1.7341,1.2134,1.3946,0.7562,"1.00 - 1.24",1.0619,"0.25 - 0.49","0.75 - 0.99","0.50 - 0.74",0.9413,0.7134,"0.75 - 0.99","0.50 - 0.74",0.6173,"0.75 - 0.99",0.7902,1.2331,0.5664,"1.25 - 1.49",0.4951,"0.25 - 0.49",0.3041,0.8865,1.591,"0.50 - 0.74","0.75 - 0.99","1.25 - 1.49",[150.7753495,-33.864921,150.85347274,-33.790125],"0.50 - 0.74",0.3874,1.0556,1.5158,"0.50 - 0.74",1.0144,0.7217,0.9127,0.6764,1.2254,"1.00 - 1.24",0.9663,0.8556,1.4172,0.8874,1.2393,0.79,0.3599,0.4508,0.5676,1.1904,"0.75 - 0.99","2.00 - 45.48",1.2377,"1.00 - 1.24",0.1612,1.3151,0.9785,0.7114,0.7986,1.2282,"0.00 - 0.24",1.137,1.069,0.5402,"0.50 - 0.74","0.75 - 0.99","1.50 - 1.74",0.4127,"1.00 - 1.24",0.6319
