region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size,pct_have_motor,O_OR_Total,O_MTG_Total,R_Tot_Total,Oth_ten_type_Total,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Household,pct_house,pct_unit,pct_semi,pct_own,pct_rent,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6,Total_NofB_NS,Total_NofB_Total,Pct_NofB_1,Pct_NofB_2,Pct_NofB_3,Pct_NofB_4_or_m,Pct_Unem_loyment_P,Pct_LabForc_prticipation_P,Pct_Employment_to_populn_P,Pct_Bchelr_or_higher,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot,Pct_professionals_managers,One_method_Train_P,One_method_Bus_P,One_method_Ferry_P,One_method_Taxi_P,One_method_Car_as_driver_P,One_method_Car_as_passenger_P,One_method_Bicycle_P,One_method_Walked_only_P,pct_one_method_Train,pct_one_method_Bus,pct_one_method_Ferry,pct_one_method_Bicyle,SSC_CODE_2011,SSC_NAME_2011,CONF_VALUE,POA_CODE_2011,AREA_ALBERS_SQKM,suburb,latitude,longtitude,state
SSC11588,39,1842,680,175,1640,1,1516,3,0.989858012,184,273,35,3,7,493,0,9,0,0,502,0.982071713,0.017928287,0,0.910358566,0.069721116,9,25,129,246,79,11,3,499,0.018036072,0.0501002,0.258517034,0.673346693,3.5,72.5,70,0.326829268,43,122,15,50,98,53,0,26,5,412,0.405405405,0,4,0,0,575,38,3,9,0,0.004962779,0,0.003722084,11588,Moore Creek,Very good,2340,112.9362728,MOORE CREEK,-30.964928,150.825148,
SSC11701,39,1170,556,190,1199,1.1,986,2.6,0.961373391,90,96,47,3,7,220,0,3,20,0,243,0.905349794,0.012345679,0,0.765432099,0.193415638,18,35,96,66,22,0,9,237,0.075949367,0.147679325,0.405063291,0.371308017,4.8,65.7,62.6,0.206278027,16,29,7,16,35,17,6,15,4,145,0.319148936,0,3,0,0,201,6,0,7,0,0.009463722,0,0,11701,Nemingha,Very good,2340,31.59577539,NEMINGHA,-30.964928,150.825148,
SSC11765,42,1500,533,220,1237,1.1,898,2.1,0.867553866,473,440,630,30,91,1055,263,343,0,3,1664,0.634014423,0.206129808,0.158052885,0.548677885,0.378605769,129,513,593,289,54,6,74,1584,0.081439394,0.323863636,0.374368687,0.220328283,5.1,52.6,49.9,0.323247232,51,262,50,140,171,123,5,65,15,882,0.361014994,0,7,0,8,1177,134,11,99,0,0.004060325,0,0.00638051,11765,North Tamworth,Very good,2340,24.27810358,NORTH TAMWORTH,-30.964928,150.825148,
SSC11785,50,1192,349,90,733,1,595,2.1,0.906976744,143,47,59,3,12,246,3,3,12,0,264,0.931818182,0.011363636,0.011363636,0.71969697,0.223484848,16,56,119,52,9,3,9,255,0.062745098,0.219607843,0.466666667,0.250980392,5.3,45.9,43.5,0.262857143,15,18,6,21,13,10,0,8,0,91,0.362637363,0,0,0,0,114,11,0,25,0,0,0,0,11785,Nundle,Poor,2340,762.3412838,NUNDLE,-30.964928,150.825148,
SSC11825,35,1526,521,250,1201,1.1,997,2.5,0.940663176,332,357,461,0,43,1146,7,34,6,0,1193,0.960603521,0.028499581,0.005867561,0.577535624,0.386420788,10,101,599,412,28,7,36,1157,0.008643042,0.087294728,0.517718237,0.386343993,6.2,59,55.3,0.253507951,40,148,29,125,158,95,6,71,7,679,0.279761905,0,4,0,3,1038,125,10,16,0,0.002793296,0,0.00698324,11825,Oxley Vale,Very good,2340,2.41062835,OXLEY VALE,-30.964928,150.825148,
SSC11870,42,1967,560,230,1281,1.1,1343,2.9,1,36,31,8,0,0,75,0,0,0,0,75,1,0,0,0.893333333,0.106666667,0,3,30,36,5,3,0,77,0,0.038961039,0.38961039,0.571428571,2.9,77.2,75,0.244680851,13,9,3,13,18,9,0,0,0,65,0.338461538,0,0,0,0,92,4,0,4,0,0,0,0,11870,Piallamore,Very good,2340,41.02446457,PIALLAMORE,-30.964928,150.825148,
SSC12092,43,873,477,150,1102,1.1,942,2.6,0.980295567,85,69,50,3,4,200,0,3,8,0,211,0.947867299,0.014218009,0,0.72985782,0.236966825,10,19,84,61,27,4,5,205,0.048780488,0.092682927,0.409756098,0.448780488,4.5,67,64,0.237373737,30,36,0,19,25,13,0,9,3,135,0.5,0,0,0,0,153,8,3,16,0,0,0,0.010204082,12092,Somerton (NSW),Very poor,2340,524.7646334,SOMERTON (NSW),-30.964928,150.825148,
SSC12115,39,1244,453,190,956,1.1,749,2.2,0.862042389,823,686,1108,15,146,2153,196,424,5,0,2778,0.775017999,0.15262779,0.070554356,0.543196544,0.398848092,125,629,1470,354,62,3,126,2643,0.047294741,0.237987136,0.556186152,0.158531971,8.1,52.4,48.1,0.161384977,61,190,55,225,261,197,10,208,18,1225,0.207953604,0,18,0,15,1766,237,22,75,0,0.006917756,0,0.008455035,12115,South Tamworth,Very good,2340,3.78783277,SOUTH TAMWORTH,-30.964928,150.825148,
SSC12208,40,0,533,200,500,1,1375,1.3,0.75,4,0,5,0,0,9,0,0,0,0,9,1,0,0,0.444444444,0.555555556,0,5,4,0,0,0,0,9,0,0.555555556,0.444444444,0,18.2,52.4,42.9,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,9,0,0,3,0,0,0,0,12208,Taminda,Good,2340,3.4420295,TAMINDA,-30.964928,150.825148,
SSC12209,41,1580,463,220,722,1.1,644,1.9,0.810344828,14,7,39,0,10,33,0,19,18,0,70,0.471428571,0.271428571,0,0.3,0.557142857,10,23,23,4,0,0,11,60,0.166666667,0.383333333,0.383333333,0.066666667,18.9,45.2,36.7,0.25862069,0,6,3,5,0,6,4,0,6,30,0.25,0,0,0,0,33,10,0,12,0,0,0,0,12209,Tamworth,Very good,2340,1.22291062,TAMWORTH,-30.964928,150.825148,
SSC12279,45,2275,533,20,1172,1.1,1062,2.7,0.97761194,56,39,28,4,5,132,0,0,0,0,132,1,0,0,0.71969697,0.212121212,0,8,50,54,11,5,4,128,0,0.0625,0.390625,0.546875,2.2,74.4,72.8,0.357664234,23,18,9,11,29,4,0,6,3,103,0.41,0,0,0,0,105,13,0,8,0,0,0,0,12279,Timbumburi,Very poor,2340,441.5549757,TIMBUMBURI,-30.964928,150.825148,
SSC12395,38,1000,584,140,1395,1.1,1156,2.8,0.947368421,19,22,22,9,3,75,0,0,0,0,75,1,0,0,0.546666667,0.293333333,0,4,38,21,7,4,0,74,0,0.054054054,0.513513514,0.432432432,3.3,73.1,70.7,0.169014085,10,9,0,15,15,4,0,6,0,59,0.322033898,0,0,0,0,72,3,0,4,0,0,0,0,12395,Wallamore,Very poor,2340,61.47023582,WALLAMORE,-30.964928,150.825148,
SSC12422,45,1200,580,200,1454,1.1,1402,2.9,1,53,59,23,0,3,135,0,0,0,3,138,0.97826087,0,0,0.811594203,0.166666667,6,6,43,69,13,0,3,137,0.04379562,0.04379562,0.313868613,0.598540146,2.7,68,66.1,0.269736842,13,20,9,12,28,14,0,9,0,105,0.314285714,0,0,0,0,149,6,0,7,0,0,0,0,12422,Warral,Very good,2340,51.85393029,WARRAL,-30.964928,150.825148,
SSC12478,33,1280,414,190,888,1.1,726,2.4,0.825310174,536,439,1044,15,81,1706,184,221,4,0,2115,0.806619385,0.104491726,0.086997636,0.460992908,0.493617021,115,473,1166,256,28,9,61,2047,0.056179775,0.231069858,0.569614069,0.143136297,12,50.7,44.6,0.176375405,43,138,53,165,138,126,11,153,12,839,0.218863362,0,9,0,4,1149,188,20,104,0,0.004994451,0,0.011098779,12478,West Tamworth,Very good,2340,5.47035747,WEST TAMWORTH,-30.964928,150.825148,
SSC12482,28,1625,591,270,1306,1.1,1230,2.9,0.966896552,129,373,217,3,13,726,0,6,3,0,735,0.987755102,0.008163265,0,0.682993197,0.295238095,5,22,390,278,22,6,9,723,0.006915629,0.030428769,0.539419087,0.423236515,5.5,70.4,66.5,0.167950693,35,77,26,61,113,95,10,89,0,506,0.221343874,0,3,0,3,743,83,6,60,0,0.002688172,0,0.005376344,12482,Westdale (Tamworth - NSW),Very good,2340,56.85641089,WESTDALE (TAMWORTH - NSW),-30.964928,150.825148,
SSC12564,41,1170,363,200,887,1.2,749,2.6,0.972222222,41,42,26,0,5,114,0,0,0,0,114,1,0,0,0.728070175,0.228070175,7,20,50,30,5,0,0,112,0.0625,0.178571429,0.446428571,0.3125,10.3,48.1,43.2,0.234567901,9,7,0,7,14,6,0,3,0,46,0.347826087,0,3,0,0,58,8,0,3,0,0.028571429,0,0,12564,Woolomin,Very good,2340,141.6684989,WOOLOMIN,-30.964928,150.825148,
SSC11583,44,1517,462,178,1289,1.1,1046,2.6,0.97752809,157,143,53,3,6,353,0,0,9,0,362,0.975138122,0,0,0.828729282,0.14640884,11,41,189,95,14,5,3,355,0.030985915,0.115492958,0.532394366,0.321126761,4.4,60.7,58,0.185667752,25,51,9,23,61,25,6,22,4,226,0.342342342,0,6,0,0,335,18,0,9,0,0.012711864,0,0,11583,Moonbi,Good,2353,198.4226627,MOONBI,-30.951431,151.045963,
SSC10109,44,726,379,115,790,1.1,651,2.3,0.912587413,152,62,75,3,15,283,0,13,11,0,307,0.921824104,0.042345277,0,0.697068404,0.244299674,10,68,129,61,10,3,21,281,0.035587189,0.241992883,0.459074733,0.263345196,5.9,41.9,39.4,0.187969925,9,22,6,26,20,6,0,11,3,103,0.31,0,0,0,0,147,17,0,26,0,0,0,0,10109,Baradine,Good,2396,3.18905671,BARADINE,-30.943207,149.065815,
SSC10371,48,410,373,0,857,1.1,714,2.2,0.96969697,49,21,27,3,3,100,0,0,3,0,103,0.970873786,0,0,0.67961165,0.262135922,4,12,44,31,5,3,0,99,0.04040404,0.121212121,0.444444444,0.393939394,3.2,63,61,0.375,16,11,0,6,9,0,0,0,0,42,0.642857143,0,0,0,0,51,3,0,3,0,0,0,0,10371,Bugaldie,Very poor,2396,859.5495086,BUGALDIE,-30.943207,149.065815,
SSC11228,57,670,291,0,620,1.1,683,2.5,0.949152542,33,16,9,0,3,61,0,0,0,0,61,1,0,0,0.803278689,0.147540984,0,11,25,22,0,0,3,58,0,0.189655172,0.431034483,0.379310345,5.6,51.4,48.6,0.1,4,4,0,6,6,3,0,3,0,26,0.307692308,0,0,0,0,22,0,0,10,0,0,0,0,11228,Kenebri,Very poor,2396,1390.74942,KENEBRI,-30.943207,149.065815,
SSC10069,40,1200,570,150,1205,1.1,1048,2.5,0.974729242,129,109,38,0,6,236,43,0,3,0,282,0.836879433,0,0.15248227,0.843971631,0.134751773,5,34,134,81,13,5,9,272,0.018382353,0.125,0.492647059,0.363970588,3.3,64.7,62.6,0.2265625,30,36,8,21,40,13,6,21,3,178,0.377142857,0,0,0,0,253,23,0,8,0,0,0,0,10069,Attunga,Acceptable,2345,414.1381896,ATTUNGA,-30.930991,150.847933,
SSC10043,51,1343,482,200,1198,1,952,2.3,0.984455959,106,58,26,0,4,188,6,0,0,0,194,0.969072165,0,0.030927835,0.845360825,0.134020619,3,20,79,68,15,3,4,188,0.015957447,0.106382979,0.420212766,0.457446809,5.9,50,47.1,0.300847458,12,26,7,16,20,13,0,0,0,94,0.404255319,0,3,0,0,122,10,3,9,0,0.014563107,0,0.014563107,10043,Arakoon,Acceptable,2431,25.78267731,ARAKOON,-30.888231,153.066955,
SSC11179,43,2228,372,200,1125,1.2,919,2.5,1,21,14,13,0,3,51,0,0,0,0,51,1,0,0,0.68627451,0.254901961,0,11,22,12,3,0,3,48,0,0.229166667,0.458333333,0.3125,5.1,52.7,50,0.179487179,8,6,0,0,6,3,0,4,0,27,0.518518519,0,0,0,0,29,5,0,6,0,0,0,0,11179,Jerseyville,Good,2431,10.74473871,JERSEYVILLE,-30.888231,153.066955,
SSC12118,53,1495,382,225,838,1.1,686,2.1,0.928251121,909,336,540,3,57,1570,105,154,10,6,1845,0.850948509,0.083468835,0.056910569,0.674796748,0.292682927,41,407,972,331,38,3,41,1792,0.022879464,0.227120536,0.542410714,0.207589286,6.4,39.4,36.9,0.210759027,71,118,27,116,139,125,4,66,7,673,0.283783784,0,3,3,0,820,71,9,88,0,0.002245509,0.002245509,0.006736527,12118,South West Rocks,Very good,2431,9.43917086,SOUTH WEST ROCKS,-30.888231,153.066955,
SSC10173,46,997,392,0,959,1.1,785,2.3,0.962365591,89,63,29,4,11,189,0,0,7,0,196,0.964285714,0,0,0.775510204,0.147959184,7,36,86,44,10,3,10,186,0.037634409,0.193548387,0.462365591,0.306451613,8.2,58.6,53.8,0.24822695,21,19,8,14,15,3,0,11,3,94,0.43956044,0,0,0,0,110,8,0,24,0,0,0,0,10173,Bendemeer,Very good,2355,541.8522837,BENDEMEER,-30.878399,151.159905,
SSC12437,45,722,391,0,908,1.1,664,2.3,0.973214286,55,31,26,0,3,86,20,0,9,0,115,0.747826087,0,0.173913043,0.747826087,0.226086957,6,21,58,27,0,0,3,112,0.053571429,0.1875,0.517857143,0.241071429,10.6,54.5,48.8,0.197916667,10,18,0,3,9,6,0,8,0,54,0.518518519,0,0,0,0,57,3,0,6,0,0,0,0,12437,Watsons Creek (NSW),Very poor,2355,849.9781165,WATSONS CREEK (NSW),-30.878399,151.159905,
SSC10028,42,1142,320,225,1300,1.3,700,3,0.942307692,21,22,8,0,0,51,0,0,0,0,51,1,0,0,0.843137255,0.156862745,5,9,22,13,0,0,0,49,0.102040816,0.183673469,0.448979592,0.265306122,6.6,57,53.3,0.306122449,0,4,0,10,9,8,0,0,0,31,0.129032258,0,0,0,0,41,0,0,0,0,0,0,0,10028,Allgomera,Very good,2441,120.3882427,ALLGOMERA,-30.816097,152.831369,
SSC10283,44,1733,481,240,1236,1.1,1117,2.8,0.982526882,326,302,117,10,4,711,3,9,36,0,759,0.936758893,0.011857708,0.003952569,0.82740448,0.154150198,23,59,272,314,64,20,0,752,0.030585106,0.078457447,0.361702128,0.529255319,5.5,60.2,56.9,0.309133489,64,111,23,68,118,72,4,42,3,505,0.348605578,0,3,0,0,695,60,8,24,0,0.002904163,0,0.007744434,10283,Bonville,Very good,2441,68.94123523,BONVILLE,-30.816097,152.831369,
SSC10605,43,1510,500,130,1201,1.1,964,2.6,1,52,61,25,3,0,141,0,0,0,0,141,1,0,0,0.80141844,0.177304965,0,22,63,38,8,5,0,136,0,0.161764706,0.463235294,0.375,7.3,62.8,58.2,0.23125,13,14,12,12,18,12,0,6,0,87,0.310344828,0,0,0,0,109,7,0,5,0,0,0,0,10605,Cooperabung,Poor,2441,132.2143493,COOPERABUNG,-30.816097,152.831369,
SSC10847,40,813,402,185,911,1.2,833,2.6,1,51,57,29,3,0,140,0,0,0,0,140,1,0,0,0.771428571,0.207142857,8,28,74,22,8,0,3,140,0.057142857,0.2,0.528571429,0.214285714,11.2,53.7,47.7,0.214285714,3,15,0,17,15,3,0,7,0,60,0.3,0,0,0,0,82,5,0,8,0,0,0,0,10847,Eungai Creek,Very good,2441,24.10788237,EUNGAI CREEK,-30.816097,152.831369,
SSC10848,44,1200,326,38,900,1.2,630,2.4,0.942857143,53,43,13,0,0,109,0,0,0,0,109,1,0,0,0.880733945,0.119266055,8,26,48,23,0,0,3,105,0.076190476,0.247619048,0.457142857,0.219047619,16.4,54,45.1,0.197802198,12,6,3,10,4,6,0,9,0,50,0.36,3,0,0,0,52,7,0,3,0.028301887,0,0,0,10848,Eungai Rail,Poor,2441,78.19737821,EUNGAI RAIL,-30.816097,152.831369,
SSC10895,50,1040,392,185,915,1.1,700,2.1,0.947826087,48,26,39,0,3,110,0,3,3,0,116,0.948275862,0.025862069,0,0.637931034,0.336206897,6,34,47,21,4,0,3,112,0.053571429,0.303571429,0.419642857,0.223214286,5.2,48.7,46.2,0.222222222,17,3,0,3,9,9,0,9,0,50,0.4,0,0,0,0,46,13,0,8,0,0,0,0,10895,Fishermans Reach,Very poor,2441,42.76023281,FISHERMANS REACH,-30.816097,152.831369,
SSC11291,43,1577,444,200,1109,1.2,1089,2.8,0.978723404,73,85,24,3,5,183,7,0,0,0,190,0.963157895,0,0.036842105,0.831578947,0.126315789,9,35,68,51,15,8,3,186,0.048387097,0.188172043,0.365591398,0.397849462,8.9,58.7,53.4,0.202898551,17,28,6,12,15,18,3,12,0,111,0.405405405,0,0,0,0,154,17,0,0,0,0,0,0,11291,Kundabung,Very good,2441,126.8552805,KUNDABUNG,-30.816097,152.831369,
SSC12169,52,1300,360,185,752,1.1,654,2.1,0.911864407,140,59,96,4,7,291,6,0,9,0,306,0.950980392,0,0.019607843,0.650326797,0.31372549,14,92,138,49,6,0,4,299,0.046822742,0.307692308,0.461538462,0.183946488,15.9,33.9,28.5,0.15920398,5,11,0,20,13,10,0,8,6,73,0.23880597,0,3,0,0,100,5,4,15,0,0.01875,0,0.025,12169,Stuarts Point,Acceptable,2441,0.68694913,STUARTS POINT,-30.816097,152.831369,
SSC12233,46,1560,449,150,1286,1.1,1068,2.7,0.980952381,81,100,28,3,4,216,0,0,0,0,216,1,0,0,0.837962963,0.12962963,7,22,93,72,13,3,7,210,0.033333333,0.104761905,0.442857143,0.419047619,7.3,59.5,55.2,0.222672065,10,29,3,28,20,22,6,6,6,130,0.314516129,0,0,0,0,202,13,0,10,0,0,0,0,12233,Telegraph Point,Very good,2441,26.25267153,TELEGRAPH POINT,-30.816097,152.831369,
SSC12355,45,1733,402,250,1083,1.1,931,2.6,1,58,51,22,3,0,128,3,0,3,0,134,0.955223881,0,0.02238806,0.813432836,0.164179104,3,23,64,39,4,4,0,137,0.02189781,0.167883212,0.467153285,0.343065693,10.7,59.2,52.8,0.21641791,13,19,0,10,17,9,0,7,3,78,0.426666667,0,0,0,0,87,11,0,4,0,0,0,0,12355,Upper Rollands Plains,Very poor,2441,193.6927569,UPPER ROLLANDS PLAINS,-30.816097,152.831369,
SSC12596,55,1142,331,200,814,1,704,2.2,1,79,45,18,0,4,146,0,0,0,0,146,1,0,0,0.849315068,0.123287671,7,22,63,40,10,4,0,146,0.047945205,0.150684932,0.431506849,0.369863014,9.9,52.4,47.2,0.229007634,20,16,0,13,12,4,0,6,0,71,0.507042254,0,0,0,0,75,5,0,7,0,0,0,0,12596,Yarrahapinni,Poor,2441,71.19734347,YARRAHAPINNI,-30.816097,152.831369,
SSC12490,55,0,376,0,850,1.1,579,1.7,0.914893617,31,0,7,9,8,46,0,0,9,0,55,0.836363636,0,0,0.563636364,0.127272727,16,9,10,7,4,0,6,46,0.347826087,0.195652174,0.217391304,0.239130435,14,46.7,40.2,0.285714286,7,3,0,0,0,3,0,6,0,19,0.526315789,0,0,0,0,14,0,0,15,0,0,0,0,12490,White Cliffs,Very poor,2836,24.53854449,WHITE CLIFFS,-30.808105,142.879729,
SSC12499,31,0,376,50,804,1.3,830,2.9,0.780769231,81,20,153,8,9,163,0,38,23,47,271,0.601476015,0.140221402,0,0.372693727,0.564575646,26,45,97,69,16,10,9,263,0.098859316,0.171102662,0.368821293,0.36121673,11.6,63.1,55.8,0.372781065,29,31,6,41,19,9,0,17,0,152,0.394736842,0,6,0,0,109,19,7,94,0,0.01734104,0,0.020231214,12499,Wilcannia,Acceptable,2836,27148.37848,WILCANNIA,-30.808105,142.879729,
SSC10579,45,1000,414,170,1007,1.1,817,2.8,0.984210526,98,65,23,0,7,193,0,0,0,0,193,1,0,0,0.844559585,0.119170984,5,20,89,63,10,3,3,190,0.026315789,0.105263158,0.468421053,0.4,7.3,56.7,52.6,0.243093923,20,13,3,16,25,14,0,9,0,100,0.33,0,0,0,0,137,7,0,6,0,0,0,0,10579,Congarinni,Poor,2447,60.49489369,CONGARINNI,-30.803716,152.726106,
SSC10580,47,1170,456,300,1113,1.1,987,2.8,1,61,47,11,3,3,125,0,0,0,0,125,1,0,0,0.864,0.088,3,8,57,45,9,0,3,122,0.024590164,0.06557377,0.467213115,0.442622951,6.4,59.2,55.4,0.217054264,12,24,5,13,11,7,0,3,0,75,0.48,0,0,0,0,102,5,0,0,0,0,0,0,10580,Congarinni North,Acceptable,2447,31.44967974,CONGARINNI NORTH,-30.803716,152.726106,
SSC11045,49,1235,376,220,937,1.1,749,2.4,1,87,51,18,0,3,159,0,0,0,0,159,1,0,0,0.867924528,0.113207547,6,12,71,53,8,3,4,153,0.039215686,0.078431373,0.464052288,0.418300654,6.9,45.7,42.6,0.137931034,9,13,6,6,13,9,3,6,0,65,0.338461538,0,0,0,0,100,13,0,0,0,0,0,0,11045,Gumma,Very good,2447,34.98312906,GUMMA,-30.803716,152.726106,
SSC11431,47,1138,377,180,838,1.1,686,2.3,0.861141012,400,248,283,11,35,860,26,85,6,0,977,0.88024565,0.087001024,0.026612078,0.663254862,0.289662231,42,181,495,181,35,6,28,940,0.044680851,0.192553191,0.526595745,0.236170213,10.1,42.2,38,0.170144462,26,54,17,94,91,68,0,38,3,391,0.206185567,0,3,0,0,469,44,6,62,0,0.003811944,0,0.007623888,11431,Macksville,Very good,2447,11.43379903,MACKSVILLE,-30.803716,152.726106,
SSC11720,45,1192,441,140,939,1.1,916,2.7,0.978723404,65,57,14,4,3,137,6,0,0,0,143,0.958041958,0,0.041958042,0.853146853,0.097902098,8,17,63,43,10,0,3,141,0.056737589,0.120567376,0.446808511,0.375886525,10.2,61,54.8,0.262820513,12,20,0,13,12,11,0,12,0,80,0.4,0,3,0,0,96,9,0,4,0,0.018072289,0,0,11720,Newee Creek,Very good,2447,28.60922125,NEWEE CREEK,-30.803716,152.726106,
SSC11750,47,1213,372,165,830,1.1,700,2.3,0.967346939,138,52,58,0,7,252,0,0,3,0,255,0.988235294,0,0,0.745098039,0.22745098,10,49,119,61,13,0,3,252,0.03968254,0.194444444,0.472222222,0.293650794,8.6,42,38.4,0.206521739,13,14,3,21,22,17,3,9,6,108,0.264705882,0,3,0,3,121,19,3,6,0,0.014634146,0,0.014634146,11750,North Macksville,Very good,2447,18.21906865,NORTH MACKSVILLE,-30.803716,152.726106,
SSC12055,51,1083,396,220,930,1.1,704,2.2,0.940251572,154,72,102,0,4,302,17,13,0,0,332,0.909638554,0.039156627,0.051204819,0.680722892,0.307228916,11,55,176,79,8,5,0,334,0.032934132,0.164670659,0.526946108,0.275449102,10.8,45.7,40.7,0.333333333,12,28,6,31,30,15,0,8,0,130,0.307692308,0,3,4,0,178,24,0,14,0,0.010638298,0.014184397,0,12055,Scotts Head,Very good,2447,1.28499227,SCOTTS HEAD,-30.803716,152.726106,
SSC12229,51,867,334,100,724,1.1,520,2.2,0.936619718,81,36,22,0,9,145,0,0,3,0,148,0.97972973,0,0,0.790540541,0.148648649,15,38,70,17,0,0,3,140,0.107142857,0.271428571,0.5,0.121428571,10.2,44.9,40.3,0.27173913,12,9,4,9,3,9,6,6,0,58,0.362068966,0,3,0,0,62,0,0,13,0,0.026086957,0,0,12229,Taylors Arm,Very poor,2447,240.0112305,TAYLORS ARM,-30.803716,152.726106,
SSC12426,49,813,444,290,871,1.1,857,2.3,1,44,31,18,0,5,98,0,0,0,0,98,1,0,0,0.765306122,0.183673469,6,13,57,15,0,4,4,95,0.063157895,0.136842105,0.6,0.2,5.4,61.1,57.8,0.108433735,3,6,9,17,9,10,0,3,0,57,0.157894737,0,0,0,0,79,3,0,4,0,0,0,0,12426,Warrell Creek,Poor,2447,42.29685588,WARRELL CREEK,-30.803716,152.726106,
SSC12446,44,1300,497,80,949,1.1,933,2.2,1,38,34,8,0,4,81,0,0,3,0,84,0.964285714,0,0,0.857142857,0.095238095,9,12,32,19,3,0,4,75,0.12,0.16,0.426666667,0.293333333,7,69.1,64.2,0.272727273,9,16,3,12,7,6,0,3,0,56,0.446428571,0,0,0,0,65,6,0,0,0,0,0,0,12446,Way Way,Acceptable,2447,17.88067787,WAY WAY,-30.803716,152.726106,
SSC12599,41,1170,394,135,870,1.1,738,2.6,1,62,32,23,0,3,117,0,0,3,0,120,0.975,0,0,0.783333333,0.191666667,3,25,56,29,3,0,3,116,0.025862069,0.215517241,0.482758621,0.275862069,4.3,55.3,53,0.194444444,10,9,5,20,0,5,0,5,0,54,0.351851852,0,0,0,0,78,6,0,6,0,0,0,0,12599,Yarranbella,Poor,2447,73.05959029,YARRANBELLA,-30.803716,152.726106,
SSC10817,38,1213,559,120,1339,1,1325,2.7,1,45,21,17,3,3,89,0,0,0,0,89,1,0,0,0.741573034,0.191011236,3,9,34,34,3,3,3,86,0.034883721,0.104651163,0.395348837,0.465116279,1.9,75.8,74.4,0.344444444,19,24,0,6,13,4,0,0,0,66,0.651515152,0,0,0,0,73,0,0,15,0,0,0,0,10817,Emerald Hill,Poor,2380,559.0366979,EMERALD HILL,-30.798568,150.199631,
SSC11050,39,1300,489,200,1242,1.1,938,2.4,0.908423833,1274,1040,1088,34,92,3075,125,297,31,0,3528,0.871598639,0.084183673,0.035430839,0.655895692,0.308390023,109,617,1666,884,138,28,70,3442,0.031667635,0.179256246,0.484020918,0.3050552,6.5,57,53.3,0.232576351,168,320,94,327,364,275,29,186,13,1776,0.276800908,0,14,0,13,2591,316,13,179,0,0.003565062,0,0.003310415,11050,Gunnedah,Very good,2380,518.0552236,GUNNEDAH,-30.798568,150.199631,
SSC11216,44,1733,533,130,1077,1.1,1052,2.6,1,47,28,35,3,3,103,0,8,5,0,116,0.887931034,0.068965517,0,0.646551724,0.301724138,8,10,41,45,3,3,3,110,0.072727273,0.090909091,0.372727273,0.463636364,1.6,75.9,74.7,0.268292683,25,13,0,15,14,6,0,3,0,76,0.5,0,0,0,0,90,8,0,9,0,0,0,0,11216,Keepit,Very poor,2380,627.8866647,KEEPIT,-30.798568,150.199631,
SSC11485,43,867,540,15,1166,1.1,1042,2.6,1,33,20,20,0,3,76,0,0,0,0,76,1,0,0,0.697368421,0.263157895,4,3,38,28,3,0,0,76,0.052631579,0.039473684,0.5,0.407894737,2.3,73.4,71.8,0.260869565,17,19,3,0,9,0,0,0,4,52,0.75,0,0,0,0,55,3,0,4,0,0,0,0,11485,Marys Mount,Poor,2380,644.0709482,MARYS MOUNT,-30.798568,150.199631,
SSC10263,40,867,384,150,1052,1.1,888,2.6,0.93220339,185,104,118,5,23,409,11,0,12,3,435,0.940229885,0,0.025287356,0.664367816,0.271264368,17,65,213,103,8,6,20,412,0.041262136,0.15776699,0.516990291,0.283980583,8.6,52.7,48.1,0.203125,31,22,7,18,37,24,12,21,0,172,0.308139535,0,0,0,0,258,26,0,25,0,0,0,0,10263,Boggabri,Very good,2382,914.7277821,BOGGABRI,-30.704728,150.042508,
SSC10050,50,1163,361,140,772,1.2,696,2.2,0.98136646,93,37,34,3,3,167,0,0,3,0,170,0.982352941,0,0,0.764705882,0.2,14,40,70,27,7,3,3,161,0.086956522,0.248447205,0.434782609,0.229813665,11.9,51.9,45.7,0.210144928,21,10,0,13,20,3,0,3,0,70,0.442857143,0,0,0,0,84,3,0,8,0,0,0,0,10050,Argents Hill,Poor,2449,301.4528021,ARGENTS HILL,-30.621952,152.746326,
SSC10316,44,867,354,180,752,1.1,647,2.5,0.9,198,140,119,5,15,455,4,5,13,0,477,0.953878407,0.01048218,0.008385744,0.708595388,0.249475891,20,91,260,85,12,0,6,468,0.042735043,0.194444444,0.555555556,0.207264957,11.4,40,35.5,0.176470588,10,22,6,51,27,18,6,26,3,169,0.192771084,0,4,0,0,201,19,0,27,0,0.011661808,0,0,10316,Bowraville,Acceptable,2449,23.08309752,BOWRAVILLE,-30.621952,152.746326,
